player_name,team,current_ovr,proposed_ovr,delta,Final Decision,current_tier,proposed_tier,model_source,confidence,manual_review_reason,reasoning
Jalen Smith (2025-26),Chicago Bulls,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jared McCain (2025-26),Oklahoma City Thunder,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jusuf Nurkic (2025-26),Utah Jazz,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kelly Oubre Jr. (2025-26),Philadelphia 76ers,82,79,-3,81,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marcus Smart (2025-26),Los Angeles Lakers,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Max Strus (2025-26),Cleveland Cavaliers,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Obi Toppin (2025-26),Indiana Pacers,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Robert Williams (2025-26),Portland Trail Blazers,82,79,-3,80,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Taylor Hendricks (2025-26),Memphis Grizzlies,82,79,-3,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tristan Vukcevic (2025-26),Washington Wizards,82,79,-3,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ty Jerome (2025-26),Memphis Grizzlies,82,79,-3,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ziaire Williams (2025-26),Brooklyn Nets,82,79,-3,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Baylor Scheierman (2025-26),Boston Celtics,81,78,-3,79,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Brook Lopez (2025-26),Los Angeles Clippers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Caris LeVert (2025-26),Detroit Pistons,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Clint Capela (2025-26),Houston Rockets,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
De'Andre Hunter (2025-26),Sacramento Kings,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
De'Anthony Melton (2025-26),Golden State Warriors,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dean Wade (2025-26),Cleveland Cavaliers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dennis Schroeder (2025-26),Cleveland Cavaliers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Derrick Jones Jr. (2025-26),Los Angeles Clippers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gary Trent Jr. (2025-26),Milwaukee Bucks,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Goga Bitadze (2025-26),Orlando Magic,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Grant Williams (2025-26),Charlotte Hornets,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Isaiah Jackson (2025-26),Los Angeles Clippers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamal Shead (2025-26),Toronto Raptors,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jarace Walker (2025-26),Indiana Pacers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Javonte Green (2025-26),Detroit Pistons,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jay Huff (2025-26),Indiana Pacers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jaylin Williams (2025-26),Oklahoma City Thunder,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jonas Valanciœnas (2025-26),Denver Nuggets,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jordan Miller (2025-26),Los Angeles Clippers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jordan Poole (2025-26),New Orleans Pelicans,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Love (2025-26),Utah Jazz,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Khris Middleton (2025-26),Dallas Mavericks,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kris Dunn (2025-26),Los Angeles Clippers,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Landry Shamet (2025-26),New York Knicks,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Luke Kornet (2025-26),San Antonio Spurs,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Malik Monk (2025-26),Sacramento Kings,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marvin Bagley III (2025-26),Dallas Mavericks,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Maxime Raynaud (2025-26),Sacramento Kings,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Moritz Wagner (2025-26),Orlando Magic,81,78,-3,78,Sapphire,Emerald,proxy-model,low,Tier change: Sapphire to Emerald. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
